,Planet Name,Host Name,Orbital Period,Discovery Method,Semi-Major Axis (AU),Eccentricity,Radius (R_earth),Mass or Mass * sin(i) (M_earth),Stellar Mass (M_sun)
3468,Kepler-298 d,Kepler-298,77.473633,Transit,0.305,0.0,2.5,6.8,0.66
3469,Kepler-299 b,Kepler-299,2.927128,Transit,0.04,0.0,1.32,2.3,0.95
3470,Kepler-299 c,Kepler-299,6.885875,Transit,0.07,0.0,2.65,7.51,0.95
3471,Kepler-299 d,Kepler-299,15.054786,Transit,0.118,0.0,1.86,4.12,0.95
3472,Kepler-299 e,Kepler-299,38.285489,Transit,0.22,0.0,1.87,4.16,0.95
3473,Kepler-30 b,Kepler-30,29.33434,Transit,0.18,0.042,3.9,11.3,0.99
3474,Kepler-30 c,Kepler-30,60.323105,Transit,0.3,0.0111,12.3,640.0,0.99
3475,Kepler-30 d,Kepler-30,143.34394,Transit,0.5,0.022,8.8,23.1,0.99
3478,Kepler-301 b,Kepler-301,2.508553,Transit,0.036,0.0,1.35,2.39,0.98
3479,Kepler-301 c,Kepler-301,5.419026,Transit,0.06,0.0,1.35,2.39,0.98
3480,Kepler-301 d,Kepler-301,13.751243,Transit,0.112,0.0,1.75,3.71,0.98
3485,Kepler-304 b,Kepler-304,3.295709,Transit,0.039,0.0,2.86,8.55,0.8
3486,Kepler-304 c,Kepler-304,5.315946,Transit,0.054,0.0,2.17,5.35,0.8
3487,Kepler-304 d,Kepler-304,9.653471,Transit,0.08,0.0,2.75,8.0,0.8
3488,Kepler-304 e,Kepler-304,1.49914695,Transit,0.0232,0.0,1.2,1.87,0.8
3489,Kepler-305 b,Kepler-305,5.487,Transit,0.0571,0.0,3.6,10.5,0.76
3490,Kepler-305 c,Kepler-305,8.291,Transit,0.0752,0.0,3.3,6.0,0.76
3491,Kepler-305 d,Kepler-305,16.738661,Transit,0.121,0.0,2.71,9.1,0.85
3492,Kepler-305 e,Kepler-305,3.20538,Transit,0.0399,0.0,1.794,3.87,0.82
3493,Kepler-306 b,Kepler-306,4.646186,Transit,0.05,0.0,1.52,2.92,0.81
3494,Kepler-306 c,Kepler-306,7.240193,Transit,0.067,0.0,2.35,6.12,0.81
3495,Kepler-306 d,Kepler-306,17.326644,Transit,0.12,0.0,2.47,6.66,0.81
3496,Kepler-306 e,Kepler-306,44.840975,Transit,0.227,0.0,2.27,5.77,0.81
3503,Kepler-31 b,Kepler-31,20.8613,Transit,0.16,0.0,5.5,25.9,1.21
3504,Kepler-31 c,Kepler-31,42.6318,Transit,0.26,0.0,5.3,1493.7,1.21
3505,Kepler-31 d,Kepler-31,87.6451,Transit,0.4,0.0,3.9,2161.244,1.21
3506,Kepler-310 b,Kepler-310,13.930698,Transit,0.111,0.0,1.19,1.81,0.91
3507,Kepler-310 c,Kepler-310,56.47542,Transit,0.281,0.0,3.38,11.4,0.91
3508,Kepler-310 d,Kepler-310,92.876125,Transit,0.392,0.0,2.47,7.0,0.91
3525,Kepler-319 b,Kepler-319,4.362705,Transit,0.051,0.0,1.63,3.29,0.96
3526,Kepler-319 c,Kepler-319,6.941357,Transit,0.069,0.0,2.63,7.41,0.96
3527,Kepler-319 d,Kepler-319,31.781925,Transit,0.191,0.0,2.29,5.86,0.96
3528,Kepler-32 b,Kepler-32,5.90124,Transit,0.05,0.0,2.2,1303.0,0.58
3529,Kepler-32 c,Kepler-32,8.7522,Transit,0.09,0.0,2.0,158.9,0.58
3530,Kepler-32 d,Kepler-32,22.7802,Transit,0.13,0.0,2.7,7.75,0.58
3531,Kepler-32 e,Kepler-32,2.896,Transit,0.033,0.0,1.5,2.86,0.58
3532,Kepler-32 f,Kepler-32,0.74296,Transit,0.013,0.0,0.82,0.477,0.58
3541,Kepler-324 b,Kepler-324,4.385315,Transit,0.05,0.0,1.14,1.55,0.87
3542,Kepler-324 c,Kepler-324,51.805612,Transit,0.26,0.0,3.15,10.1,0.87
3543,Kepler-324 e,Kepler-324,13.97939968,Transit,0.1074,0.0,2.039,4.81,0.84
3544,Kepler-325 b,Kepler-325,4.544439,Transit,0.053,0.0,2.91,8.8,0.92
3545,Kepler-325 c,Kepler-325,12.762172,Transit,0.105,0.0,2.54,6.99,0.92
3546,Kepler-325 d,Kepler-325,38.715185,Transit,0.22,0.0,2.79,8.2,0.92
3547,Kepler-326 b,Kepler-326,2.248329,Transit,0.032,0.0,1.52,44.6,0.85
3548,Kepler-326 c,Kepler-326,4.580358,Transit,0.051,0.0,1.4,17.4,0.85
3549,Kepler-326 d,Kepler-326,6.766888,Transit,0.066,0.0,1.21,6.9,0.85
3550,Kepler-327 b,Kepler-327,2.549575,Transit,0.029,0.0,1.11,1.41,0.59
3551,Kepler-327 c,Kepler-327,5.212333,Transit,0.047,0.0,1.03,20.3,0.59
3552,Kepler-327 d,Kepler-327,13.969457,Transit,0.09,0.0,1.73,3.64,0.59
3557,Kepler-33 b,Kepler-33,5.66793,Transit,0.0677,0.0,1.74,3.68,1.29
3558,Kepler-33 c,Kepler-33,13.17562,Transit,0.1189,0.0,3.2,0.39,1.29
3559,Kepler-33 d,Kepler-33,21.77596,Transit,0.1662,0.0,5.35,3.91,1.29
3560,Kepler-33 e,Kepler-33,31.7844,Transit,0.2138,0.0,4.02,5.57,1.29
3561,Kepler-33 f,Kepler-33,41.02902,Transit,0.2535,0.0,4.46,9.6,1.29
3564,Kepler-331 b,Kepler-331,8.457496,Transit,0.065,0.0,1.82,3.97,0.65
3565,Kepler-331 c,Kepler-331,17.28111,Transit,0.105,0.0,1.84,4.04,0.65
3566,Kepler-331 d,Kepler-331,32.134328,Transit,0.159,0.0,1.64,3.33,0.65
3567,Kepler-332 b,Kepler-332,7.626324,Transit,0.07,0.0,1.17,1.71,0.8
3568,Kepler-332 c,Kepler-332,15.995622,Transit,0.114,0.0,1.09,1.32,0.8
3569,Kepler-332 d,Kepler-332,34.21154,Transit,0.189,0.0,1.18,1.76,0.8
3572,Kepler-334 b,Kepler-334,5.470319,Transit,0.061,0.0,1.12,1.46,1.07
3573,Kepler-334 c,Kepler-334,12.758005,Transit,0.107,0.0,1.43,2.63,1.07
3574,Kepler-334 d,Kepler-334,25.09849,Transit,0.168,0.0,1.41,2.57,1.07
3577,Kepler-336 b,Kepler-336,2.024823,Transit,0.033,0.0,1.02,1.04,1.09
3578,Kepler-336 c,Kepler-336,9.600001,Transit,0.092,0.0,2.1,5.06,1.09
3579,Kepler-336 d,Kepler-336,20.678772,Transit,0.154,0.0,2.37,6.21,1.09
3582,Kepler-338 b,Kepler-338,13.726976,Transit,0.117,0.04,2.44,30.6,1.2
3583,Kepler-338 c,Kepler-338,24.310856,Transit,0.172,0.03,2.34,6.08,1.2
3584,Kepler-338 d,Kepler-338,44.431014,Transit,0.257,0.03,3.0,9.27,1.2
3585,Kepler-338 e,Kepler-338,9.341,Transit Timing Variations,0.0893,0.05,1.56,8.5,1.14
3586,Kepler-339 b,Kepler-339,4.977656,Transit,0.055,0.0,1.42,2.6,0.93
3587,Kepler-339 c,Kepler-339,6.988055,Transit,0.069,0.0,1.15,7.3,0.93
3588,Kepler-339 d,Kepler-339,10.558345,Transit,0.091,0.0,1.17,14.7,0.93
3592,Kepler-341 b,Kepler-341,5.195528,Transit,0.06,0.0,1.18,1.76,1.0
3593,Kepler-341 c,Kepler-341,8.01041,Transit,0.08,0.0,1.7,3.53,1.0
3594,Kepler-341 d,Kepler-341,27.666313,Transit,0.182,0.0,1.85,4.08,1.0
3595,Kepler-341 e,Kepler-341,42.473269,Transit,0.242,0.0,1.99,4.62,1.0
3596,Kepler-342 b,Kepler-342,15.170318,Transit,0.128,0.0,2.25,5.69,1.26
3597,Kepler-342 c,Kepler-342,26.234138,Transit,0.185,0.0,1.96,4.5,1.26
3598,Kepler-342 d,Kepler-342,39.459357,Transit,0.242,0.0,2.49,6.76,1.26
3599,Kepler-342 e,Kepler-342,1.64422461,Transit,0.0293,0.0,0.88,0.615,1.26
3615,Kepler-350 b,Kepler-350,11.189562,Transit,0.104,0.0,1.85,4.08,1.19
3616,Kepler-350 c,Kepler-350,17.849,Transit,0.1385,0.0,3.1,6.1,1.0
3617,Kepler-350 d,Kepler-350,26.136,Transit,0.1786,0.0,2.8,14.9,1.0
3618,Kepler-351 b,Kepler-351,37.054919,Transit,0.214,0.0,3.06,4.8,0.81
3619,Kepler-351 c,Kepler-351,57.24809,Transit,0.287,0.0,3.19,11.1,0.81
3620,Kepler-351 d,Kepler-351,142.544247,Transit,0.5177,0.0,2.72,7.85,0.81
3621,Kepler-352 b,Kepler-352,10.05537,Transit,0.085,0.0,0.86,0.566,0.83
3622,Kepler-352 c,Kepler-352,16.332995,Transit,0.118,0.0,1.24,2.07,0.83
3623,Kepler-352 d,Kepler-352,6.88727999,Transit,0.0657,0.0,0.806,0.449,0.8
3626,Kepler-354 b,Kepler-354,5.47666,Transit,0.054,0.0,1.84,4.04,0.65
3627,Kepler-354 c,Kepler-354,16.934402,Transit,0.115,0.0,1.31,2.27,0.73
3628,Kepler-354 d,Kepler-354,24.209842,Transit,0.146,0.0,1.24,2.07,0.65
3633,Kepler-357 b,Kepler-357,6.475434,Transit,0.063,0.0,1.84,4.04,0.79
3634,Kepler-357 c,Kepler-357,16.85837,Transit,0.12,0.0,2.67,7.61,0.79
3635,Kepler-357 d,Kepler-357,49.499875,Transit,0.246,0.0,3.43,11.6,0.79
3638,Kepler-359 b,Kepler-359,25.563222,Transit,0.178,0.0,3.53,12.2,1.14
3639,Kepler-359 c,Kepler-359,57.68802,Transit,0.307,0.0,4.3,2.9,1.14
3640,Kepler-359 d,Kepler-359,77.095691,Transit,0.372,0.0,4.01,2.7,1.14
3649,Kepler-363 b,Kepler-363,3.614568,Transit,0.048,0.0,1.16,1.65,1.1
3650,Kepler-363 c,Kepler-363,7.542427,Transit,0.079,0.0,1.69,66.4,1.1
3651,Kepler-363 d,Kepler-363,11.932125,Transit,0.107,0.0,2.05,4.86,1.1
3664,Kepler-37 b,Kepler-37,13.36731,Transit,0.1003,0.0,0.296,3.1783,0.87
3665,Kepler-37 c,Kepler-37,21.302,Transit,0.1368,0.09,0.75,12.0,0.8
3666,Kepler-37 d,Kepler-37,39.7922,Transit,0.2076,0.15,1.94,12.2,0.8
3667,Kepler-37 e,Kepler-37,51.196,Transit Timing Variations,0.246,0.0,0.37,0.0275,0.8
3672,Kepler-372 b,Kepler-372,6.849692,Transit,0.075,0.0,1.36,2.42,1.15
3673,Kepler-372 c,Kepler-372,20.053763,Transit,0.154,0.0,2.09,5.02,1.2
3674,Kepler-372 d,Kepler-372,30.092568,Transit,0.201,0.0,1.69,3.5,1.15
3677,Kepler-374 b,Kepler-374,1.897806,Transit,0.029,0.0,1.03,1.08,1.04
3678,Kepler-374 c,Kepler-374,3.282807,Transit,0.042,0.0,1.1,1.37,1.04
3679,Kepler-374 d,Kepler-374,5.028219,Transit,0.056,0.0,1.31,2.27,1.04
3693,Kepler-381 b,Kepler-381,5.629021,Transit,0.066,0.0,0.99,0.937,1.2
3694,Kepler-381 c,Kepler-381,13.391635,Transit,0.117,0.0,1.12,1.46,1.2
3695,Kepler-381 d,Kepler-381,8.25629997,Transit,0.085,0.0,1.067,1.23,1.2
3702,Kepler-385 b,Kepler-385,10.043686,Transit,0.097,0.0,2.73,12.8,1.12
3703,Kepler-385 c,Kepler-385,15.163161,Transit,0.127,0.0,3.04,13.2,1.12
3704,Kepler-385 d,Kepler-385,56.4159,Transit,0.3024,0.0,2.619,7.36,1.05
3722,Kepler-394 b,Kepler-394,8.005013,Transit,0.083,0.0,1.6,3.19,1.13
3723,Kepler-394 c,Kepler-394,12.130686,Transit,0.11,0.0,1.66,3.39,1.13
3724,Kepler-394 d,Kepler-394,5.61358023,Transit,0.0646,0.0,1.501,2.86,1.14
3731,Kepler-398 b,Kepler-398,4.081423,Transit,0.044,0.0,0.93,0.749,0.65
3732,Kepler-398 c,Kepler-398,11.419412,Transit,0.087,0.0,1.01,1.01,0.65
3733,Kepler-398 d,Kepler-398,6.83437001,Transit,0.0618,0.0,0.88,0.615,0.72
3734,Kepler-399 b,Kepler-399,14.425281,Transit,0.103,0.0,0.96,0.84,0.9
3735,Kepler-399 c,Kepler-399,26.67569,Transit,0.155,0.0,1.43,2.63,0.9
3736,Kepler-399 d,Kepler-399,58.034616,Transit,0.261,0.0,1.89,4.23,0.9
3741,Kepler-401 b,Kepler-401,14.383035,Transit,0.122,0.0,1.71,3.57,1.17
3742,Kepler-401 c,Kepler-401,47.318218,Transit,0.269,0.0,2.15,5.27,1.17
3743,Kepler-401 d,Kepler-401,184.256405,Transit,0.6503,0.0,2.27,5.77,1.17
3744,Kepler-402 b,Kepler-402,4.028751,Transit,0.051,0.0,1.22,1.98,1.15
3745,Kepler-402 c,Kepler-402,6.124821,Transit,0.068,0.0,1.56,3.05,1.15
3746,Kepler-402 d,Kepler-402,8.921099,Transit,0.087,0.0,1.38,2.48,1.15
3747,Kepler-402 e,Kepler-402,11.242861,Transit,0.102,0.0,1.46,2.73,1.15
3748,Kepler-403 b,Kepler-403,7.031462,Transit,0.076,0.0,1.25,2.1,1.25
3749,Kepler-403 c,Kepler-403,54.280749,Transit,0.297,0.0,1.75,3.71,1.25
3750,Kepler-403 d,Kepler-403,13.61159129,Transit,0.1211,0.0,1.42,2.6,1.25
3763,Kepler-411 b,Kepler-411,3.005156,Transit,0.0375,0.146,2.401,25.6,0.87
3764,Kepler-411 c,Kepler-411,7.834435,Transit,0.0739,0.108,4.421,26.4,0.87
3765,Kepler-411 d,Kepler-411,58.02035,Transit,0.279,0.128,3.319,15.2,0.87
3766,Kepler-411 e,Kepler-411,31.509728,Transit Timing Variations,0.186,0.016,3.28,10.8,0.87
3781,Kepler-42 b,Kepler-42,1.2137672,Transit,0.0116,0.04,0.78,0.399,0.13
3782,Kepler-42 c,Kepler-42,0.45328509,Transit,0.006,0.0,0.73,0.315,0.13
3783,Kepler-42 d,Kepler-42,1.865169,Transit,0.0154,0.02,0.57,0.13,0.13
3796,Kepler-431 b,Kepler-431,6.803,Transit,0.0719,0.0,0.764,0.37,1.07
3797,Kepler-431 c,Kepler-431,8.703,Transit,0.0847,0.0,0.668,0.229,1.07
3798,Kepler-431 d,Kepler-431,11.922,Transit,0.1045,0.0,1.11,1.41,1.07
3814,Kepler-444 b,Kepler-444,3.6001053,Transit,0.04178,0.16,0.403,0.0374,0.76
3815,Kepler-444 c,Kepler-444,4.5458841,Transit,0.04881,0.31,0.497,0.0793,0.76
3816,Kepler-444 d,Kepler-444,6.189392,Transit,0.06,0.18,0.53,0.2,0.76
3817,Kepler-444 e,Kepler-444,7.743493,Transit,0.0696,0.1,0.546,0.1,0.76
3818,Kepler-444 f,Kepler-444,9.740486,Transit,0.0811,0.29,0.741,0.332,0.76
3819,Kepler-445 b,Kepler-445,2.984151,Transit,0.0217,0.0,1.58,3.12,0.18
3820,Kepler-445 c,Kepler-445,4.871229,Transit,0.0301,0.0,2.51,6.85,0.18
3821,Kepler-445 d,Kepler-445,8.15275,Transit,0.0439,0.0,1.25,2.1,0.18
3822,Kepler-446 b,Kepler-446,1.565409,Transit,0.0182,0.0,1.5,2.86,0.22
3823,Kepler-446 c,Kepler-446,3.036179,Transit,0.0283,0.0,1.11,1.41,0.22
3824,Kepler-446 d,Kepler-446,5.148921,Transit,0.0403,0.0,1.35,2.39,0.22
3830,Kepler-450 b,Kepler-450,28.454851,Transit,0.1993,0.02,6.14,19.4,1.19
3831,Kepler-450 c,Kepler-450,15.413135,Transit,0.1324,0.02,2.62,12.5,1.19
3832,Kepler-450 d,Kepler-450,7.51464,Transit,0.082,0.14,0.837,17.6,1.19
3833,Kepler-451 c,2MASS J19383260+4603591,1460.0,Eclipse Timing Variations,,0.29,13.5,511.70374,0.48
3834,Kepler-451 d,2MASS J19383260+4603591,43.0,Eclipse Timing Variations,,0.0,13.5,559.378,0.48
3839,Kepler-457 d,KOI-7892,10.6906004,Transit,0.0996,0.0,2.985,9.19,1.15
3841,Kepler-46 b,Kepler-46,33.60134,Transit,0.1968,0.01,9.057,1907.0,0.9
3842,Kepler-46 c,Kepler-46,57.011,Transit Timing Variations,0.2799,0.0146,13.5,119.499,0.9
3843,Kepler-46 d,Kepler-46,6.766589,Transit,0.067,0.0,1.64,3.33,0.92
3855,Kepler-47 b,Kepler-47,49.4643,Transit,0.2877,0.021,3.05,2.07,0.96
3856,Kepler-47 c,Kepler-47,303.227,Transit,0.9638,0.044,4.65,3.17,0.96
3857,Kepler-47 d,Kepler-47,187.366,Transit,0.6992,0.024,7.04,19.02,0.96
3868,Kepler-48 b,Kepler-48,4.778,Transit,0.0528,0.0,1.88,3.94,0.88
3869,Kepler-48 c,Kepler-48,9.67395,Transit,0.0845,0.0,2.71,14.61,0.88
3870,Kepler-48 d,Kepler-48,42.8961,Transit,0.2279,0.0,2.04,7.93,0.88
3871,Kepler-48 e,Kepler-48,982.0,Radial Velocity,,,13.4,657.0,0.88
3878,Kepler-487 b,Kepler-487,15.3587684,Transit,0.1157,0.0,11.42,,0.91
3879,Kepler-487 c,Kepler-487,38.6519976,Transit,0.2141,0.0,2.68,7.65,0.91
3880,Kepler-487 d,Kepler-487,2.41839004,Transit,0.0337,0.0,2.775,8.12,0.87
3883,Kepler-49 b,Kepler-49,7.2037945,Transit,0.05929,0.0,2.72,8.0,0.55
3884,Kepler-49 c,Kepler-49,10.9129343,Transit,0.07821,0.0,2.55,5.9,0.55
3885,Kepler-49 d,Kepler-49,2.576549,Transit,0.031,0.0,1.6,3.19,0.55
3886,Kepler-49 e,Kepler-49,18.596108,Transit,0.116,0.0,1.56,3.05,0.55
3910,Kepler-51 b,Kepler-51,45.154,Transit,0.2514,0.04,7.1,2.1,1.04
3911,Kepler-51 c,Kepler-51,85.312,Transit,0.384,0.014,9.0,4.0,1.04
3912,Kepler-51 d,Kepler-51,130.194,Transit,0.509,0.008,9.7,7.6,1.04
3924,Kepler-52 b,Kepler-52,7.8773565,Transit,0.0637,0.0,2.1,135.0,0.54
3925,Kepler-52 c,Kepler-52,16.3850021,Transit,0.10379,0.0,1.84,45.4,0.54
3926,Kepler-52 d,Kepler-52,36.445171,Transit,0.182,0.0,1.95,4.46,0.58
3938,Kepler-529 b,Kepler-529,1.98035766,Transit,0.0309,0.0,1.86,4.12,1.07
3939,Kepler-529 c,Kepler-529,12.8345022,Transit,0.1075,0.0,2.0,4.66,1.07
3940,Kepler-529 d,Kepler-529,35.86619949,Transit,0.2134,0.0,2.795,8.22,1.01
3941,Kepler-53 b,Kepler-53,18.6489525,Transit,0.139,0.0,2.89,111.0,0.98
3942,Kepler-53 c,Kepler-53,38.5583038,Transit,0.2255,0.0,3.17,36.0,0.98
3943,Kepler-53 d,Kepler-53,9.751962,Transit,0.091,0.0,2.12,5.14,0.98
3956,Kepler-54 b,Kepler-54,8.0109434,Transit,0.0619,0.0,2.1,21.5,0.51
3957,Kepler-54 c,Kepler-54,12.0717249,Transit,0.0809,0.0,1.23,19.8,0.51
3958,Kepler-54 d,Kepler-54,20.995694,Transit,0.126,0.0,1.53,2.96,0.52
3970,Kepler-55 b,Kepler-55,27.9481449,Transit,0.1593,0.0,2.43,43.0,0.62
3971,Kepler-55 c,Kepler-55,42.1516418,Transit,0.2095,0.0,2.21,69.8,0.62
3972,Kepler-55 d,Kepler-55,2.211099,Transit,0.029,0.0,1.59,3.15,0.63
3973,Kepler-55 e,Kepler-55,4.617534,Transit,0.048,0.0,1.55,3.02,0.63
3974,Kepler-55 f,Kepler-55,10.198545,Transit,0.081,0.0,1.59,3.15,0.63
3986,Kepler-56 b,Kepler-56,10.5016,Transit,0.1028,0.04,6.51,22.1,1.32
3987,Kepler-56 c,Kepler-56,21.40239,Transit,0.1652,0.0,9.8,181.0,1.32
3988,Kepler-56 d,Kepler-56,1002.0,Radial Velocity,2.16,0.2,12.8,1784.0,1.29
4012,Kepler-58 b,Kepler-58,10.2184954,Transit,0.0927,0.0,2.78,35.5,0.95
4013,Kepler-58 c,Kepler-58,15.5741568,Transit,0.1228,0.0,2.86,53.0,0.95
4014,Kepler-58 d,Kepler-58,40.101371,Transit,0.236,0.0,2.94,8.96,1.04
4041,Kepler-60 b,Kepler-60,7.1334,Transit,0.0719,0.0,1.71,4.19,1.04
4042,Kepler-60 c,Kepler-60,8.9187,Transit,0.0835,0.0,1.9,3.85,1.04
4043,Kepler-60 d,Kepler-60,11.8981,Transit,0.1012,0.0,1.99,4.16,1.04
4047,Kepler-603 b,Kepler-603,21.05358596,Transit,0.1502,0.0,2.65,7.51,1.01
4048,Kepler-603 c,Kepler-603,127.9075774,Transit,0.5001,0.0,6.5,34.5,1.01
4049,Kepler-603 d,Kepler-603,6.2171292,Transit,0.0666,0.0,1.32,2.3,1.01
4066,Kepler-616 b,Kepler-616,9.99761851,Transit,0.0927,0.0,2.43,6.48,0.98
4067,Kepler-616 c,Kepler-616,90.4113556,Transit,0.4024,0.0,3.41,11.5,0.98
4068,Kepler-616 d,Kepler-616,51.06740189,Transit,0.2749,0.0,2.653,7.52,1.06
4073,Kepler-62 b,Kepler-62,5.714932,Transit,0.0553,0.0,1.31,9.0,0.69
4074,Kepler-62 c,Kepler-62,12.4417,Transit,0.0929,0.0,0.54,4.0,0.69
4075,Kepler-62 d,Kepler-62,18.16406,Transit,0.12,0.0,1.95,14.0,0.69
4076,Kepler-62 e,Kepler-62,122.3874,Transit,0.427,0.0,1.61,36.0,0.69
4077,Kepler-62 f,Kepler-62,267.291,Transit,0.718,0.0,1.41,35.0,0.69
4112,Kepler-65 b,Kepler-65,2.15491,Transit,0.035,0.028,1.42,2.4,1.25
4113,Kepler-65 c,Kepler-65,5.859944,Transit,0.068,0.02,2.58,5.4,1.25
4114,Kepler-65 d,Kepler-65,8.13123,Transit,0.084,0.014,1.52,4.14,1.25
4115,Kepler-65 e,Kepler-65,258.8,Radial Velocity,,0.283,13.9,260.0,1.25
4149,Kepler-68 b,Kepler-68,5.3988,Transit,0.0617,0.0,2.354,7.65,1.06
4150,Kepler-68 c,Kepler-68,9.6051,Transit,0.09059,0.0,0.92,2.04,1.06
4151,Kepler-68 d,Kepler-68,634.6,Radial Velocity,1.4,0.112,13.9,267.0,1.06
4241,Kepler-758 b,Kepler-758,12.1097104,Transit,0.1019,0.0,2.48,6.71,1.16
4242,Kepler-758 c,Kepler-758,4.75793986,Transit,0.0547,0.0,1.69,3.5,1.16
4243,Kepler-758 d,Kepler-758,20.4966197,Transit,0.1447,0.0,2.12,5.14,1.16
4244,Kepler-758 e,Kepler-758,8.1934719,Transit,0.0785,0.0,1.53,2.96,1.16
4260,Kepler-770 b,Kepler-770,18.92540274,Transit,0.1694,0.0,2.3,5.9,0.94
4261,Kepler-770 c,Kepler-770,1.47532231,Transit,0.0309,0.0,1.2,1.87,0.94
4262,Kepler-770 d,Kepler-770,4.15244722,Transit,0.0616,0.0,1.4,2.54,0.94
4284,Kepler-79 b,Kepler-79,13.4845,Transit,0.117,0.015,3.47,10.9,1.17
4285,Kepler-79 c,Kepler-79,27.4029,Transit,0.187,0.03,3.72,5.9,1.17
4286,Kepler-79 d,Kepler-79,52.0902,Transit,0.287,0.025,7.16,6.0,1.17
4287,Kepler-79 e,Kepler-79,81.0659,Transit,0.386,0.012,3.49,4.1,1.17
4300,Kepler-80 b,Kepler-80,7.05246,Transit,0.0648,0.0,2.67,6.93,0.73
4301,Kepler-80 c,Kepler-80,9.52355,Transit,0.0792,0.0,2.74,6.74,0.73
4302,Kepler-80 d,Kepler-80,3.07222,Transit,0.0372,0.0,1.53,6.75,0.73
4303,Kepler-80 e,Kepler-80,4.64489,Transit,0.0491,0.0,1.6,4.13,0.73
4304,Kepler-80 f,Kepler-80,0.9867873,Transit,0.0175,0.0,1.21,1.92,0.73
4305,Kepler-80 g,Kepler-80,14.64558,Transit,,,1.13,1.51,0.83
4317,Kepler-81 b,Kepler-81,5.955,Transit,0.0522,0.0,2.42,17.2,0.64
4318,Kepler-81 c,Kepler-81,12.04,Transit,0.08347,0.0,2.37,4.3,0.64
4319,Kepler-81 d,Kepler-81,20.837846,Transit,0.128,0.0,1.21,1.92,0.65
4330,Kepler-82 b,Kepler-82,26.44,Transit,0.1683,0.0033,4.07,12.15,0.91
4331,Kepler-82 c,Kepler-82,51.54,Transit,0.2626,0.007,5.34,13.9,0.91
4332,Kepler-82 d,Kepler-82,2.382961,Transit,0.034,0.0,1.77,3.78,0.96
4333,Kepler-82 e,Kepler-82,5.902206,Transit,0.063,0.0,2.47,6.66,0.96
4334,Kepler-82 f,Kepler-82,75.732,Transit Timing Variations,0.3395,0.0014,4.84,20.9,0.91
4346,Kepler-83 b,Kepler-83,9.77,Transit,0.07295,0.0,2.83,42.1,0.66
4347,Kepler-83 c,Kepler-83,20.09,Transit,0.11796,0.0,2.36,11.4,0.66
4348,Kepler-83 d,Kepler-83,5.169796,Transit,0.051,0.0,1.94,24.6,0.58
4359,Kepler-84 b,Kepler-84,8.726,Transit,0.0827,0.0,2.23,40.0,1.0
4360,Kepler-84 c,Kepler-84,12.883,Transit,0.1072,0.0,2.36,20.2,1.0
4361,Kepler-84 d,Kepler-84,4.224537,Transit,0.052,0.0,1.38,2.48,1.06
4362,Kepler-84 e,Kepler-84,27.434389,Transit,0.181,0.0,2.6,7.27,1.06
4363,Kepler-84 f,Kepler-84,44.552169,Transit,0.25,0.0,2.2,5.48,1.06
4373,Kepler-85 b,Kepler-85,8.306,Transit,0.0766,0.0,1.97,4.54,0.92
4374,Kepler-85 c,Kepler-85,12.513,Transit,0.1007,0.0,2.18,20.9,0.92
4375,Kepler-85 d,Kepler-85,17.91323,Transit,0.13,0.0,1.2,1.87,0.87
4376,Kepler-85 e,Kepler-85,25.216751,Transit,0.163,0.0,1.27,0.6,0.92
4408,Kepler-88 d,KOI-142,1403.0,Radial Velocity,,0.41,13.1,965.147,0.99
4430,Kepler-9 b,Kepler-9,19.23891,Transit,0.143,0.0609,8.29,43.4,1.02
4431,Kepler-9 c,Kepler-9,38.9853,Transit,0.227,0.06691,8.08,29.9,1.02
4432,Kepler-9 d,Kepler-9,1.592851,Transit,0.0273,0.0,1.64,3.33,1.07
4433,Kepler-90 i,KOI-351,14.44912,Transit,,,1.32,2.3,1.12
4457,Kepler-92 b,Kepler-92,13.749,Transit,0.1174,0.17,3.51,64.3,1.21
4458,Kepler-92 c,Kepler-92,26.723,Transit,0.1829,0.04,2.6,6.1,1.21
4459,Kepler-92 d,Kepler-92,49.3568,Transit,0.2754,0.07,2.067,4.93,1.07
4518,Kepler-968 b,Kepler-968,3.69298373,Transit,0.0389,0.0,2.0,4.66,0.76
4519,Kepler-968 c,Kepler-968,5.70940492,Transit,0.052,0.0,1.69,3.5,0.76
4558,L 98-59 b,L 98-59,2.2531136,Transit,0.02191,0.103,0.85,0.4,0.27
4559,L 98-59 c,L 98-59,3.6906777,Transit,0.0304,0.103,1.385,2.22,0.27
4560,L 98-59 d,L 98-59,7.4507245,Transit,0.0486,0.074,1.521,1.94,0.27
4561,L 98-59 e,L 98-59,12.796,Radial Velocity,0.0717,0.128,1.56,3.06,0.27
4747,PSR B1257+12 b,PSR B1257+12,25.262,Pulsar Timing,0.19,0.0,0.338,0.02,1.4
4748,PSR B1257+12 c,PSR B1257+12,66.5419,Pulsar Timing,0.36,0.0186,1.91,4.3,1.4
4749,PSR B1257+12 d,PSR B1257+12,98.2114,Pulsar Timing,0.46,0.0264,1.8,3.9,1.4
4789,TOI-1136 b,TOI-1136,4.17278,Transit,,0.031,1.9,4.27,1.02
4790,TOI-1136 c,TOI-1136,6.25725,Transit,,0.117,2.879,8.64,1.02
4791,TOI-1136 d,TOI-1136,12.51937,Transit,,0.016,4.627,19.3,1.02
