,Planet Name,Host Name,Orbital Period,Discovery Method,Semi-Major Axis (AU),Eccentricity,Radius (R_earth),Mass or Mass * sin(i) (M_earth),Stellar Mass (M_sun)
2323,Kepler-1321 c,Kepler-1321,2.22649109,Transit,0.0267,0.0,2.4,6.35,0.54
2324,Kepler-1321 d,Kepler-1321,5.72092009,Transit,0.0501,0.0,2.628,7.41,0.51
2399,Kepler-138 b,Kepler-138,10.3134,Transit,0.0753,0.02,0.64,0.07,0.54
2400,Kepler-138 c,Kepler-138,13.7815,Transit,0.0913,0.017,1.51,2.3,0.54
2401,Kepler-138 d,Kepler-138,23.0923,Transit,0.1288,0.01,1.51,2.1,0.54
2402,Kepler-138 e,Kepler-138,38.23,Transit Timing Variations,0.1803,0.112,0.797,0.43,0.54
2411,Kepler-1388 b,Kepler-1388,12.2854603,Transit,0.0882,0.0,2.59,7.22,0.63
2412,Kepler-1388 c,Kepler-1388,5.53608151,Transit,0.0519,0.0,2.26,5.73,0.63
2413,Kepler-1388 d,Kepler-1388,20.9568158,Transit,0.126,0.0,2.86,8.55,0.63
2414,Kepler-1388 e,Kepler-1388,37.6327084,Transit,0.1861,0.0,2.46,6.62,0.63
2454,Kepler-142 b,Kepler-142,2.024152,Transit,0.032,0.0,1.99,4.62,0.99
2455,Kepler-142 c,Kepler-142,4.761702,Transit,0.057,0.0,2.86,8.55,0.99
2456,Kepler-142 d,Kepler-142,41.809118,Transit,0.242,0.0,2.16,5.31,0.99
2514,Kepler-1468 b,Kepler-1468,8.23984869,Transit,0.0817,0.0,1.73,3.64,1.04
2515,Kepler-1468 c,Kepler-1468,3.54553021,Transit,0.0466,0.0,1.15,1.6,1.04
2516,Kepler-1468 d,Kepler-1468,19.59059906,Transit,0.1456,0.0,3.332,11.1,1.07
2530,Kepler-148 b,Kepler-148,1.729366,Transit,0.028,0.0,1.8,3.89,0.86
2531,Kepler-148 c,Kepler-148,4.180043,Transit,0.05,0.0,3.6,12.6,0.86
2532,Kepler-148 d,Kepler-148,51.84688575,Transit,0.2607,0.0,8.68,56.3,0.86
2544,Kepler-149 b,Kepler-149,29.198943,Transit,0.184,0.0,4.21,16.5,0.92
2545,Kepler-149 c,Kepler-149,55.328328,Transit,0.281,0.0,1.61,3.22,0.92
2546,Kepler-149 d,Kepler-149,160.018032,Transit,0.571,0.0,3.96,14.9,0.92
2558,Kepler-150 b,Kepler-150,3.428054,Transit,0.044,0.0,1.25,2.1,0.94
2559,Kepler-150 c,Kepler-150,7.381998,Transit,0.073,0.0,3.69,13.2,0.94
2560,Kepler-150 d,Kepler-150,12.56093,Transit,0.104,0.0,2.79,8.2,0.94
2561,Kepler-150 e,Kepler-150,30.826557,Transit,0.189,0.0,3.12,9.91,0.94
2562,Kepler-150 f,Kepler-150,637.2093,Transit,1.24,,3.64,12.9,0.97
2600,Kepler-1530 b,Kepler-1530,2.5904434,Transit,0.0371,0.0,1.64,3.33,0.92
2601,Kepler-1530 c,Kepler-1530,5.3227406,Transit,0.06,0.0,1.65,3.36,0.92
2602,Kepler-1530 d,Kepler-1530,9.20761013,Transit,0.0865,0.0,3.279,10.8,1.02
2612,Kepler-154 b,Kepler-154,33.040532,Transit,0.198,0.0,2.26,5.73,0.98
2613,Kepler-154 c,Kepler-154,62.303276,Transit,0.303,0.0,2.95,9.01,0.98
2614,Kepler-154 d,Kepler-154,20.54981883,Transit,0.1415,0.0,3.84,14.1,0.98
2615,Kepler-154 e,Kepler-154,3.93276465,Transit,0.047,0.0,1.5,2.86,0.98
2616,Kepler-154 f,Kepler-154,9.91935684,Transit,0.0871,0.0,1.5,2.86,0.98
2619,Kepler-1542 b,Kepler-1542,3.95116882,Transit,0.0479,0.0,0.76,0.363,0.94
2620,Kepler-1542 c,Kepler-1542,2.89223021,Transit,0.0389,0.0,0.65,0.208,0.94
2621,Kepler-1542 d,Kepler-1542,5.99273738,Transit,0.0632,0.0,0.87,0.59,0.94
2622,Kepler-1542 e,Kepler-1542,5.10115756,Transit,0.0567,0.0,0.76,0.363,0.94
2654,Kepler-157 b,Kepler-157,1.732342,Transit,0.028,0.0,1.32,2.3,1.02
2655,Kepler-157 c,Kepler-157,13.5405,Transit,0.11,0.0,2.24,5.65,1.02
2656,Kepler-157 d,Kepler-157,7.02573474,Transit,0.0698,0.0,1.46,2.73,1.02
2692,Kepler-160 b,Kepler-160,4.309397,Transit,0.05511,0.0,1.715,3.59,0.97
2693,Kepler-160 c,Kepler-160,13.699429,Transit,0.1192,0.0,3.76,13.6,0.97
2694,Kepler-160 d,Kepler-160,30.0,Transit Timing Variations,0.17,,,100.0,0.97
2742,Kepler-164 b,Kepler-164,5.03503,Transit,0.058,0.0,1.41,2.57,1.09
2743,Kepler-164 c,Kepler-164,10.945723,Transit,0.097,0.0,2.73,7.9,1.09
2744,Kepler-164 d,Kepler-164,28.986769,Transit,0.187,0.0,2.45,6.57,1.09
2768,Kepler-166 b,Kepler-166,7.650254,Transit,0.072,0.0,2.27,5.77,0.88
2769,Kepler-166 c,Kepler-166,34.260281,Transit,0.195,0.0,2.38,6.26,0.88
2770,Kepler-166 d,Kepler-166,1.55400393,Transit,0.0246,0.0,1.73,3.64,0.88
2781,Kepler-167 b,Kepler-167,4.3931539,Transit,0.04825,0.0,1.718,3.6,0.78
2782,Kepler-167 c,Kepler-167,7.406106,Transit,0.0684,0.0,1.674,3.44,0.78
2783,Kepler-167 d,Kepler-167,21.80379,Transit,0.1404,0.0,1.238,2.06,0.78
2784,Kepler-167 e,Kepler-167,1071.23205,Transit,1.883,0.29,10.16,321.00669,0.78
2807,Kepler-169 b,Kepler-169,3.250619,Transit,0.04,0.0,1.13,1.51,0.84
2808,Kepler-169 c,Kepler-169,6.195469,Transit,0.062,0.0,1.21,1.92,0.84
2809,Kepler-169 d,Kepler-169,8.348125,Transit,0.075,0.0,1.25,2.1,0.84
2810,Kepler-169 e,Kepler-169,13.767102,Transit,0.105,0.0,2.2,5.48,0.84
2811,Kepler-169 f,Kepler-169,87.090195,Transit,0.359,0.0,2.58,7.18,0.84
2834,Kepler-171 b,Kepler-171,4.166972,Transit,0.05,0.0,2.34,6.08,0.91
2835,Kepler-171 c,Kepler-171,11.463462,Transit,0.098,0.0,2.56,7.08,0.91
2836,Kepler-171 d,Kepler-171,39.595519,Transit,0.223,0.0,1.89,4.23,0.91
2847,Kepler-172 b,Kepler-172,2.940309,Transit,0.04,0.0,2.35,6.12,1.0
2848,Kepler-172 c,Kepler-172,6.388996,Transit,0.068,0.0,2.86,8.55,1.0
2849,Kepler-172 d,Kepler-172,14.627119,Transit,0.118,0.0,2.25,5.69,1.0
2850,Kepler-172 e,Kepler-172,35.118736,Transit,0.211,0.0,2.76,8.05,1.0
2873,Kepler-174 b,Kepler-174,13.98179,Transit,0.1,0.0,1.96,4.5,0.6
2874,Kepler-174 c,Kepler-174,44.000529,Transit,0.214,0.0,1.49,2.83,0.6
2875,Kepler-174 d,Kepler-174,247.35373,Transit,0.677,0.0,2.19,5.43,0.6
2898,Kepler-176 b,Kepler-176,5.433074,Transit,0.058,0.0,1.43,2.63,0.79
2899,Kepler-176 c,Kepler-176,12.759712,Transit,0.102,0.0,2.6,23.0,0.79
2900,Kepler-176 d,Kepler-176,25.751974,Transit,0.163,0.0,2.51,15.2,0.79
2901,Kepler-176 e,Kepler-176,51.16579,Transit,0.2494,0.0,1.45,2.7,0.87
2924,Kepler-178 b,Kepler-178,9.576694,Transit,0.085,0.0,2.9,8.75,0.94
2925,Kepler-178 c,Kepler-178,20.552802,Transit,0.142,0.0,2.88,8.65,0.94
2926,Kepler-178 d,Kepler-178,96.678988,Transit,0.397,0.0,3.95,14.8,0.94
2949,Kepler-18 b,Kepler-18,3.504725,Transit,0.0447,0.0,2.0,6.9,0.97
2950,Kepler-18 c,Kepler-18,7.64159,Transit,0.0752,0.0,5.49,17.3,0.97
2951,Kepler-18 d,Kepler-18,14.85888,Transit,0.1172,0.0,6.98,16.4,0.97
3000,Kepler-184 b,Kepler-184,10.687576,Transit,0.092,0.0,2.36,6.17,0.97
3001,Kepler-184 c,Kepler-184,20.303005,Transit,0.141,0.0,1.97,8.8,0.97
3002,Kepler-184 d,Kepler-184,29.022358,Transit,0.179,0.0,2.49,6.76,0.97
3025,Kepler-186 b,Kepler-186,3.8867907,Transit,0.0343,0.0,1.07,1.24,0.48
3026,Kepler-186 c,Kepler-186,7.267302,Transit,0.0451,0.0,1.25,2.1,0.48
3027,Kepler-186 d,Kepler-186,13.342996,Transit,0.0781,0.0,1.4,2.54,0.48
3028,Kepler-186 e,Kepler-186,22.407704,Transit,0.11,0.0,1.27,2.15,0.48
3029,Kepler-186 f,Kepler-186,129.9441,Transit,0.432,0.04,1.17,1.71,0.54
3076,Kepler-19 b,Kepler-19,9.28716,Transit,0.0835,0.12,2.209,8.4,0.94
3077,Kepler-19 c,Kepler-19,28.731,Transit Timing Variations,,0.21,3.68,13.1,0.94
3078,Kepler-19 d,Kepler-19,62.95,Radial Velocity,,0.05,5.06,22.5,0.94
3091,Kepler-191 b,Kepler-191,9.939632,Transit,0.087,0.0,1.34,2.36,0.81
3092,Kepler-191 c,Kepler-191,17.738506,Transit,0.128,0.0,1.86,4.12,0.81
3093,Kepler-191 d,Kepler-191,5.94504102,Transit,0.0599,0.0,2.28,5.82,0.84
3104,Kepler-192 b,Kepler-192,9.926746,Transit,0.09,0.0,2.74,7.95,0.94
3105,Kepler-192 c,Kepler-192,21.2234,Transit,0.15,0.0,2.79,8.2,0.94
3106,Kepler-192 d,Kepler-192,6.47027579,Transit,0.0668,0.0,1.02,1.04,0.94
3129,Kepler-194 b,Kepler-194,2.092281,Transit,0.032,0.0,1.51,2.89,1.09
3130,Kepler-194 c,Kepler-194,17.308032,Transit,0.131,0.0,2.59,7.22,1.09
3131,Kepler-194 d,Kepler-194,52.814973,Transit,0.275,0.0,2.4,6.35,1.09
3154,Kepler-196 b,Kepler-196,20.739886,Transit,0.138,0.0,1.9,4.27,0.85
3155,Kepler-196 c,Kepler-196,47.427737,Transit,0.24,0.0,2.24,5.65,0.85
3156,Kepler-196 d,Kepler-196,122.0800018,Transit,0.4484,0.0,2.661,7.56,0.81
3167,Kepler-197 b,Kepler-197,5.599308,Transit,0.06,0.02,1.02,1.04,0.86
3168,Kepler-197 c,Kepler-197,10.349695,Transit,0.09,0.08,1.23,5.3,0.86
3169,Kepler-197 d,Kepler-197,15.677563,Transit,0.119,0.03,1.22,1.98,0.86
3170,Kepler-197 e,Kepler-197,25.209715,Transit,0.164,0.38,0.91,0.693,0.86
3173,Kepler-198 b,Kepler-198,17.790037,Transit,0.131,0.0,2.82,8.35,0.97
3174,Kepler-198 c,Kepler-198,49.567416,Transit,0.259,0.0,2.47,6.66,0.97
3175,Kepler-198 d,Kepler-198,1.31184443,Transit,0.0229,0.0,1.53,2.96,0.97
3178,Kepler-20 b,Kepler-20,3.69611525,Transit,0.0463,0.03,1.868,9.7,0.95
3179,Kepler-20 c,Kepler-20,10.85409089,Transit,0.0949,0.16,3.047,12.75,0.95
3180,Kepler-20 d,Kepler-20,77.61130017,Transit,0.3506,0.0,2.744,10.07,0.95
3181,Kepler-20 e,Kepler-20,6.09852281,Transit,0.0639,0.0,0.865,3.08,0.95
3182,Kepler-20 f,Kepler-20,19.57758478,Transit,0.1396,0.0,1.003,14.3,0.95
3183,Kepler-20 g,Kepler-20,34.94,Radial Velocity,0.2055,0.15,4.71,19.96,0.95
3190,Kepler-203 b,Kepler-203,3.162697,Transit,0.043,0.0,2.57,7.13,1.0
3191,Kepler-203 c,Kepler-203,5.370647,Transit,0.061,0.0,2.47,749.9,1.0
3192,Kepler-203 d,Kepler-203,11.32972,Transit,0.1,0.0,1.44,33.9,1.0
3197,Kepler-206 b,Kepler-206,7.781987,Transit,0.078,0.0,1.2,1.87,1.05
3198,Kepler-206 c,Kepler-206,13.137471,Transit,0.111,0.0,1.77,3.78,1.05
3199,Kepler-206 d,Kepler-206,23.44281,Transit,0.163,0.0,1.19,1.81,1.05
3200,Kepler-207 b,Kepler-207,1.611865,Transit,0.029,0.0,1.57,3.09,1.04
3201,Kepler-207 c,Kepler-207,3.071571,Transit,0.044,0.0,1.5,2.86,1.04
3202,Kepler-207 d,Kepler-207,5.868075,Transit,0.068,0.0,3.31,11.0,1.04
3203,Kepler-208 b,Kepler-208,4.22864,Transit,0.054,0.0,1.63,3.29,1.16
3204,Kepler-208 c,Kepler-208,7.466623,Transit,0.079,0.0,1.39,2.51,1.16
3205,Kepler-208 d,Kepler-208,11.131786,Transit,0.103,0.0,1.2,1.87,1.16
3206,Kepler-208 e,Kepler-208,16.259458,Transit,0.132,0.0,1.48,2.79,1.16
3220,Kepler-215 b,Kepler-215,9.360672,Transit,0.084,0.0,1.62,3.26,0.94
3221,Kepler-215 c,Kepler-215,14.667108,Transit,0.113,0.0,1.77,3.78,0.94
3222,Kepler-215 d,Kepler-215,30.864423,Transit,0.185,0.0,2.39,23.6,0.94
3223,Kepler-215 e,Kepler-215,68.16101,Transit,0.314,0.0,1.75,3.71,0.94
3226,Kepler-217 b,Kepler-217,5.374943,Transit,0.065,0.0,2.23,5.6,1.14
3227,Kepler-217 c,Kepler-217,8.586004,Transit,0.089,0.0,1.85,4.08,1.14
3228,Kepler-217 d,Kepler-217,3.88689525,Transit,0.0505,0.0,1.32,2.3,1.37
3229,Kepler-218 b,Kepler-218,3.619337,Transit,0.046,0.0,1.48,2.79,1.02
3230,Kepler-218 c,Kepler-218,44.699576,Transit,0.248,0.0,3.14,10.0,1.02
3231,Kepler-218 d,Kepler-218,124.5244647,Transit,0.4865,0.0,2.66,7.56,1.01
3232,Kepler-219 b,Kepler-219,4.585512,Transit,0.057,0.0,2.95,9.01,1.17
3233,Kepler-219 c,Kepler-219,22.714613,Transit,0.165,0.0,3.58,12.5,1.17
3234,Kepler-219 d,Kepler-219,47.903645,Transit,0.272,0.0,2.81,19.1,1.17
3236,Kepler-220 b,Kepler-220,4.159807,Transit,0.046,0.0,0.81,0.457,0.65
3237,Kepler-220 c,Kepler-220,9.034199,Transit,0.076,0.0,1.57,3.09,0.65
3238,Kepler-220 d,Kepler-220,28.122397,Transit,0.163,0.0,0.98,0.904,0.65
3239,Kepler-220 e,Kepler-220,45.902733,Transit,0.226,0.0,1.33,2.33,0.65
3240,Kepler-221 b,Kepler-221,2.795906,Transit,0.037,0.0,1.71,3.57,0.82
3241,Kepler-221 c,Kepler-221,5.690586,Transit,0.059,0.0,2.93,15.1,0.82
3242,Kepler-221 d,Kepler-221,10.04156,Transit,0.087,0.0,2.73,7.9,0.82
3243,Kepler-221 e,Kepler-221,18.369917,Transit,0.13,0.0,2.63,7.41,0.82
3244,Kepler-222 b,Kepler-222,3.936981,Transit,0.048,0.0,3.16,10.1,0.88
3245,Kepler-222 c,Kepler-222,10.08881,Transit,0.091,0.0,4.64,19.4,0.88
3246,Kepler-222 d,Kepler-222,28.081912,Transit,0.18,0.0,3.69,13.2,0.88
3247,Kepler-223 b,Kepler-223,7.38449,Transit,0.0756,0.078,2.99,7.4,1.12
3248,Kepler-223 c,Kepler-223,9.84564,Transit,0.0916,0.15,3.44,5.1,1.12
3249,Kepler-223 d,Kepler-223,14.78869,Transit,0.1201,0.037,5.24,8.0,1.12
3250,Kepler-223 e,Kepler-223,19.72567,Transit,0.1455,0.051,4.6,4.8,1.12
3251,Kepler-224 b,Kepler-224,3.132924,Transit,0.038,0.0,1.39,2.51,0.82
3252,Kepler-224 c,Kepler-224,5.925003,Transit,0.058,0.0,3.12,9.91,0.82
3253,Kepler-224 d,Kepler-224,11.349393,Transit,0.089,0.0,2.3,5.9,0.82
3254,Kepler-224 e,Kepler-224,18.643577,Transit,0.124,0.0,1.97,4.54,0.82
3257,Kepler-226 b,Kepler-226,3.940997,Transit,0.047,0.0,1.55,24.0,0.91
3258,Kepler-226 c,Kepler-226,5.349555,Transit,0.058,0.0,2.27,45.2,0.91
3259,Kepler-226 d,Kepler-226,8.109044,Transit,0.076,0.0,1.22,1.98,0.91
3262,Kepler-228 b,Kepler-228,2.566546,Transit,0.038,0.0,1.53,2.96,0.95
3263,Kepler-228 c,Kepler-228,4.134444,Transit,0.052,0.0,2.7,7.75,0.95
3264,Kepler-228 d,Kepler-228,11.094286,Transit,0.101,0.0,4.04,15.4,0.95
3265,Kepler-229 b,Kepler-229,6.252972,Transit,0.062,0.0,2.2,5.48,0.8
3266,Kepler-229 c,Kepler-229,16.068638,Transit,0.117,0.0,4.92,21.5,0.8
3267,Kepler-229 d,Kepler-229,41.194912,Transit,0.22,0.0,3.85,14.2,0.8
3268,Kepler-23 b,Kepler-23,7.1073,Transit,0.075,0.06,1.9,254.3,1.11
3269,Kepler-23 c,Kepler-23,10.7421,Transit,0.099,0.02,3.2,858.1,1.11
3270,Kepler-23 d,Kepler-23,15.274299,Transit,0.124,0.08,2.2,17.6,1.1
3281,Kepler-235 b,Kepler-235,3.340222,Transit,0.037,0.0,2.23,5.6,0.58
3282,Kepler-235 c,Kepler-235,7.824904,Transit,0.065,0.0,1.28,2.18,0.58
3283,Kepler-235 d,Kepler-235,20.060548,Transit,0.122,0.0,2.05,4.86,0.58
3284,Kepler-235 e,Kepler-235,46.183669,Transit,0.213,0.0,2.22,5.56,0.58
3289,Kepler-238 b,Kepler-238,2.090876,Transit,0.034,0.0,1.73,3.64,1.06
3290,Kepler-238 c,Kepler-238,6.155557,Transit,0.069,0.0,2.39,6.3,1.06
3291,Kepler-238 d,Kepler-238,13.233549,Transit,0.115,0.0,3.07,9.64,1.06
3292,Kepler-238 e,Kepler-238,23.654,Transit,0.1658,0.0,5.6,169.7,1.06
3293,Kepler-238 f,Kepler-238,50.447,Transit,0.2747,0.0,2.0,13.5,1.06
3296,Kepler-24 b,Kepler-24,8.1453,Transit,0.08,0.0,2.4,508.5,1.03
3297,Kepler-24 c,Kepler-24,12.3335,Transit,0.106,0.0,2.8,508.5,1.03
3298,Kepler-24 d,Kepler-24,4.244384,Transit,0.051,0.0,1.67,3.43,0.98
3299,Kepler-24 e,Kepler-24,18.998355,Transit,0.138,0.0,2.78,8.15,0.98
3308,Kepler-244 b,Kepler-244,4.311792,Transit,0.05,0.0,2.76,8.05,0.96
3309,Kepler-244 c,Kepler-244,9.767292,Transit,0.087,0.0,2.05,4.86,0.96
3310,Kepler-244 d,Kepler-244,20.050401,Transit,0.14,0.0,2.31,15.2,0.96
3311,Kepler-245 b,Kepler-245,7.49019,Transit,0.071,0.0,2.57,7.13,0.86
3312,Kepler-245 c,Kepler-245,17.460812,Transit,0.124,0.0,2.18,225.6,0.86
3313,Kepler-245 d,Kepler-245,36.277108,Transit,0.202,0.0,3.03,21.6,0.86
3314,Kepler-245 e,Kepler-245,3.21982106,Transit,0.04,0.0,1.75,3.71,0.86
3317,Kepler-247 b,Kepler-247,3.33616,Transit,0.042,0.0,1.64,3.33,0.84
3318,Kepler-247 c,Kepler-247,9.439452,Transit,0.084,0.0,4.09,15.7,0.84
3319,Kepler-247 d,Kepler-247,20.477912,Transit,0.14,0.0,3.94,14.7,0.84
3322,Kepler-249 b,Kepler-249,3.306539,Transit,0.035,0.0,1.09,1.32,0.51
3323,Kepler-249 c,Kepler-249,7.113702,Transit,0.058,0.0,1.51,2.89,0.51
3324,Kepler-249 d,Kepler-249,15.368459,Transit,0.097,0.0,1.57,3.09,0.51
3325,Kepler-25 b,Kepler-25,6.238297,Transit,0.0685,0.0029,2.748,8.7,1.17
3326,Kepler-25 c,Kepler-25,12.7207,Transit,0.1101,0.0061,5.217,15.2,1.17
3327,Kepler-25 d,Kepler-25,122.4,Radial Velocity,,0.13,10.0,71.9,1.17
3328,Kepler-250 b,Kepler-250,4.148141,Transit,0.048,0.0,1.13,1.51,0.83
3329,Kepler-250 c,Kepler-250,7.156804,Transit,0.069,0.0,2.28,5.82,0.83
3330,Kepler-250 d,Kepler-250,17.648312,Transit,0.127,0.0,2.18,5.39,0.83
3331,Kepler-251 b,Kepler-251,4.790936,Transit,0.053,0.0,1.33,2.33,0.95
3332,Kepler-251 c,Kepler-251,16.514043,Transit,0.122,0.0,2.77,8.1,0.95
3333,Kepler-251 d,Kepler-251,30.133001,Transit,0.182,0.0,2.77,8.1,0.95
3334,Kepler-251 e,Kepler-251,99.640161,Transit,0.404,0.0,2.77,8.1,0.95
3337,Kepler-253 b,Kepler-253,3.783986,Transit,0.046,0.0,1.63,3.29,0.85
3338,Kepler-253 c,Kepler-253,10.281951,Transit,0.089,0.0,2.65,7.51,0.85
3339,Kepler-253 d,Kepler-253,18.119869,Transit,0.13,0.0,3.17,10.2,0.85
3340,Kepler-254 b,Kepler-254,5.826662,Transit,0.064,0.0,3.87,14.3,0.93
3341,Kepler-254 c,Kepler-254,12.412183,Transit,0.105,0.0,2.15,3.2,0.93
3342,Kepler-254 d,Kepler-254,18.746477,Transit,0.139,0.0,2.5,6.8,0.93
3343,Kepler-255 b,Kepler-255,5.714606,Transit,0.063,0.0,1.55,3.02,0.87
3344,Kepler-255 c,Kepler-255,9.946047,Transit,0.092,0.0,2.99,9.22,0.87
3345,Kepler-255 d,Kepler-255,1.04562266,Transit,0.0192,0.0,1.32,2.3,0.9
3346,Kepler-256 b,Kepler-256,1.620493,Transit,0.027,0.0,1.59,3.15,0.97
3347,Kepler-256 c,Kepler-256,3.38802,Transit,0.045,0.0,2.15,5.27,0.97
3348,Kepler-256 d,Kepler-256,5.839172,Transit,0.064,0.0,2.48,6.71,0.97
3349,Kepler-256 e,Kepler-256,10.681572,Transit,0.096,0.0,2.35,6.12,0.97
3350,Kepler-257 b,Kepler-257,2.382667,Transit,0.034,0.0,2.61,7.32,0.85
3351,Kepler-257 c,Kepler-257,6.581484,Transit,0.066,0.0,5.41,25.2,0.85
3352,Kepler-257 d,Kepler-257,24.664551,Transit,0.16,0.0,4.95,21.7,0.85
3357,Kepler-26 b,Kepler-26,12.28,Transit,0.08551,0.0,2.78,5.12,0.54
3358,Kepler-26 c,Kepler-26,17.2559,Transit,0.10725,0.0,2.72,6.2,0.54
3359,Kepler-26 d,Kepler-26,3.543919,Transit,0.039,0.0,1.07,1.24,0.62
3360,Kepler-26 e,Kepler-26,46.827915,Transit,0.22,0.0,2.41,6.39,0.62
3371,Kepler-265 b,Kepler-265,6.846262,Transit,0.069,0.0,1.86,4.12,0.98
3372,Kepler-265 c,Kepler-265,17.028937,Transit,0.127,0.0,2.63,7.41,0.98
3373,Kepler-265 d,Kepler-265,43.130617,Transit,0.236,0.0,2.49,6.76,0.98
3374,Kepler-265 e,Kepler-265,67.831024,Transit,0.319,0.0,2.59,7.22,0.98
3377,Kepler-267 b,Kepler-267,3.353728,Transit,0.037,0.0,1.98,37.9,0.54
3378,Kepler-267 c,Kepler-267,6.87745,Transit,0.06,0.0,2.13,5.18,0.54
3379,Kepler-267 d,Kepler-267,28.464515,Transit,0.154,0.0,2.27,5.77,0.54
3384,Kepler-27 b,Kepler-27,15.3348,Transit,0.118,0.0,4.0,2895.31,0.65
3385,Kepler-27 c,Kepler-27,31.3309,Transit,0.191,0.0,4.9,4385.87,0.65
3386,Kepler-27 d,Kepler-27,6.54628992,Transit,0.0668,0.0,2.706,7.78,0.93
3389,Kepler-271 b,Kepler-271,10.43547805,Transit,0.0881,0.0,1.23,2.04,0.9
3390,Kepler-271 c,Kepler-271,7.41086267,Transit,0.0702,0.0,0.95,0.809,0.9
3391,Kepler-271 d,Kepler-271,5.24972541,Transit,0.0558,0.0,0.66,0.219,0.9
3392,Kepler-272 b,Kepler-272,2.971353,Transit,0.038,0.0,1.43,78.0,0.86
3393,Kepler-272 c,Kepler-272,6.057342,Transit,0.061,0.0,1.79,97.8,0.86
3394,Kepler-272 d,Kepler-272,10.937304,Transit,0.091,0.0,2.25,5.69,0.86
3399,Kepler-275 b,Kepler-275,10.300682,Transit,0.098,0.0,2.34,6.08,1.16
3400,Kepler-275 c,Kepler-275,16.088134,Transit,0.132,0.0,3.38,11.4,1.16
3401,Kepler-275 d,Kepler-275,35.676062,Transit,0.224,0.0,3.33,11.1,1.16
3402,Kepler-276 b,Kepler-276,14.12841,Transit,0.119,0.0,2.87,8.6,1.04
3403,Kepler-276 c,Kepler-276,31.884,Transit,0.1994,0.0,2.9,16.6,1.1
3404,Kepler-276 d,Kepler-276,48.648,Transit,0.2642,0.0,2.8,16.3,1.1
3409,Kepler-279 b,Kepler-279,12.309681,Transit,0.112,0.0,3.62,12.8,1.16
3410,Kepler-279 c,Kepler-279,35.736,Transit,0.2236,0.0,4.3,49.4,1.1
3411,Kepler-279 d,Kepler-279,54.414,Transit,0.2901,0.0,3.1,37.5,1.1
3416,Kepler-281 b,Kepler-281,14.646008,Transit,0.117,0.0,2.82,8.35,0.95
3417,Kepler-281 c,Kepler-281,36.337373,Transit,0.215,0.0,5.31,24.4,0.95
3418,Kepler-281 d,Kepler-281,148.2720032,Transit,0.5456,0.0,5.937,29.5,0.98
3419,Kepler-282 b,Kepler-282,9.220524,Transit,0.082,0.0,1.01,1.01,0.79
3420,Kepler-282 c,Kepler-282,13.638723,Transit,0.106,0.0,1.2,1.87,0.79
3421,Kepler-282 d,Kepler-282,24.806,Transit,0.154,0.0,2.46,61.0,0.97
3422,Kepler-282 e,Kepler-282,44.347,Transit,0.2269,0.0,3.1,56.2,0.97
3429,Kepler-286 b,Kepler-286,1.796302,Transit,0.027,0.0,1.24,2.07,0.96
3430,Kepler-286 c,Kepler-286,3.468095,Transit,0.042,0.0,1.37,2.45,0.96
3431,Kepler-286 d,Kepler-286,5.914323,Transit,0.061,0.0,1.33,2.33,0.96
3432,Kepler-286 e,Kepler-286,29.221289,Transit,0.176,0.0,1.77,3.78,0.96
3435,Kepler-288 b,Kepler-288,6.097326,Transit,0.065,0.0,1.67,3.43,1.03
3436,Kepler-288 c,Kepler-288,19.305772,Transit,0.14,0.0,2.85,8.5,1.03
3437,Kepler-288 d,Kepler-288,56.633742,Transit,0.287,0.0,2.67,7.61,1.03
3438,Kepler-289 b,Kepler-289,34.545,Transit,0.21,0.0,2.15,7.3,1.08
3439,Kepler-289 c,Kepler-289,125.8518,Transit,0.51,0.0,11.59,132.0,1.08
3440,Kepler-289 d,Kepler-289,66.0634,Transit,0.33,,2.68,4.0,1.08
3447,Kepler-292 b,Kepler-292,2.580827,Transit,0.035,0.0,1.32,2.3,0.85
3448,Kepler-292 c,Kepler-292,3.715335,Transit,0.045,0.0,1.47,2.76,0.85
3449,Kepler-292 d,Kepler-292,7.055679,Transit,0.068,0.0,2.23,5.6,0.85
3450,Kepler-292 e,Kepler-292,11.97901,Transit,0.097,0.0,2.67,7.61,0.85
3451,Kepler-292 f,Kepler-292,20.834237,Transit,0.141,0.0,2.35,6.12,0.85
3456,Kepler-295 b,Kepler-295,12.645164,Transit,0.099,0.0,1.22,1.98,0.89
3457,Kepler-295 c,Kepler-295,21.526258,Transit,0.142,0.0,1.17,1.71,0.89
3458,Kepler-295 d,Kepler-295,33.884054,Transit,0.192,0.0,1.36,2.42,0.89
3459,Kepler-296 b,Kepler-296,10.864384,Transit,0.079,0.33,1.61,3.22,0.5
3460,Kepler-296 c,Kepler-296,5.8416366,Transit,0.0521,0.33,2.0,4.66,0.5
3461,Kepler-296 d,Kepler-296,19.850291,Transit,0.118,0.33,2.09,5.02,0.5
3462,Kepler-296 e,Kepler-296,34.14211,Transit,0.169,0.33,1.53,2.96,0.5
3463,Kepler-296 f,Kepler-296,63.33627,Transit,0.255,0.33,1.8,3.89,0.5
3466,Kepler-298 b,Kepler-298,10.475464,Transit,0.08,0.0,1.96,4.5,0.66
3467,Kepler-298 c,Kepler-298,22.92881,Transit,0.136,0.0,1.93,4.38,0.66
